COUNTY, PRECINCT, Prct Seq            , Office Seq, OfficeID, District, Candidate Group                            , OFFICENAME     , ELECTDATE, ELECTTYPE       , COL1, BNAME1                                 , TALLY1, COL2, BNAME2                    , TALLY2, COL3, BNAME3                     , TALLY3, COL4, BNAME4                                        , TALLY4, COL5, BNAME5                    , TALLY5, COL6, BNAME6                     , TALLY6, COL7, BNAME7                   , TALLY7, COL8, BNAME8           , TALLY8, COL9, BNAME9                , TALLY9, COL10, BNAME10, TALLY10
  0169,        2, 35-2 South Harpeth  , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    146,    2, Lamar Alexander - (R)     ,    338,    3, Edward L. Buck - (I)       ,      8,    4, Christopher G. Fenner - (I)                   ,      0,    5, David Gatchell - (I)      ,      1,    6, Ed Lawhorn - (I)           ,      0,    7, Daniel Towers Lewis - (I),      1,    8, Chris Lugo - (I) ,      5,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0169,        3, 35-2 South Harpeth  , USH       ,        5,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Jim Cooper - (D)                       ,    263,    2, Gerard Donovan - (R)      ,    206,    3, Jon Jackson - (I)          ,     14,    4, John P. Miglietta - (I)                       ,      7,    5, Write-In - Kelly A. Truman,      0,    6, Write-In - Thomas F. Kovach,      0,    7, Write-In - Wilson Hubbell,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0169,        5, 35-2 South Harpeth  , TH        ,       50,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Gary W. Moore - (D)                    ,    317,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0170,        1, 35-3 Harpeth Valley , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,   1752,    2, John McCain - (R)         ,   2287,    3, Chuck Baldwin - (I)        ,      8,    4, Bob Barr - (I)                                ,     18,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      0,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      9,     ,                       ,      0,      ,        ,       0
  0170,        2, 35-3 Harpeth Valley , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,   1245,    2, Lamar Alexander - (R)     ,   2564,    3, Edward L. Buck - (I)       ,     43,    4, Christopher G. Fenner - (I)                   ,      8,    5, David Gatchell - (I)      ,      7,    6, Ed Lawhorn - (I)           ,     10,    7, Daniel Towers Lewis - (I),     13,    8, Chris Lugo - (I) ,     14,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0170,        3, 35-3 Harpeth Valley , USH       ,        5,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Jim Cooper - (D)                       ,   2128,    2, Gerard Donovan - (R)      ,   1663,    3, Jon Jackson - (I)          ,     50,    4, John P. Miglietta - (I)                       ,     25,    5, Write-In - Kelly A. Truman,      0,    6, Write-In - Thomas F. Kovach,      0,    7, Write-In - Wilson Hubbell,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0170,        5, 35-3 Harpeth Valley , TH        ,       56,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Beth Harwell - (R)                     ,   2866,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0171,        1, 35-4 Bellevue UMC   , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    805,    2, John McCain - (R)         ,   1151,    3, Chuck Baldwin - (I)        ,      6,    4, Bob Barr - (I)                                ,      4,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      3,    7, Brian Moore - (I)        ,      1,    8, Ralph Nader - (I),     12,     ,                       ,      0,      ,        ,       0
  0171,        2, 35-4 Bellevue UMC   , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    560,    2, Lamar Alexander - (R)     ,   1267,    3, Edward L. Buck - (I)       ,     38,    4, Christopher G. Fenner - (I)                   ,      9,    5, David Gatchell - (I)      ,      3,    6, Ed Lawhorn - (I)           ,      5,    7, Daniel Towers Lewis - (I),      3,    8, Chris Lugo - (I) ,     14,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0171,        3, 35-4 Bellevue UMC   , USH       ,        5,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Jim Cooper - (D)                       ,   1026,    2, Gerard Donovan - (R)      ,    804,    3, Jon Jackson - (I)          ,     33,    4, John P. Miglietta - (I)                       ,     23,    5, Write-In - Kelly A. Truman,      0,    6, Write-In - Thomas F. Kovach,      0,    7, Write-In - Wilson Hubbell,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0171,        5, 35-4 Bellevue UMC   , TH        ,       56,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Beth Harwell - (R)                     ,   1408,     ,                           ,      0,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0172,        1, 35-5 Jewish CC      , PRES      ,         ,        1, United States President                    , " ""November 4", " 2008""", General Election,    1, Barack Obama - (D)                     ,    771,    2, John McCain - (R)         ,    576,    3, Chuck Baldwin - (I)        ,      4,    4, Bob Barr - (I)                                ,      5,    5, Charles Jay - (I)         ,      0,    6, Cynthia McKinney - (I)     ,      3,    7, Brian Moore - (I)        ,      0,    8, Ralph Nader - (I),      4,     ,                       ,      0,      ,        ,       0
  0172,        2, 35-5 Jewish CC      , USS       ,         ,        1, United States Senate                       , " ""November 4", " 2008""", General Election,    1, Robert D. Tuke - (D)                   ,    578,    2, Lamar Alexander - (R)     ,    687,    3, Edward L. Buck - (I)       ,     14,    4, Christopher G. Fenner - (I)                   ,      5,    5, David Gatchell - (I)      ,      2,    6, Ed Lawhorn - (I)           ,      2,    7, Daniel Towers Lewis - (I),      3,    8, Chris Lugo - (I) ,     15,    9, Write-In - Casey Gouge,      0,      ,        ,       0
  0172,        3, 35-5 Jewish CC      , USH       ,        5,        1, U.S. House of Representatives District     , " ""November 4", " 2008""", General Election,    1, Jim Cooper - (D)                       ,    828,    2, Gerard Donovan - (R)      ,    415,    3, Jon Jackson - (I)          ,     21,    4, John P. Miglietta - (I)                       ,     29,    5, Write-In - Kelly A. Truman,      0,    6, Write-In - Thomas F. Kovach,      0,    7, Write-In - Wilson Hubbell,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
  0172,        5, 35-5 Jewish CC      , TH        ,       55,        1, Tennessee House of Representatives District, " ""November 4", " 2008""", General Election,    1, Gary Odom - (D)                        ,    690,    2, Timothy Lee - (R)         ,    426,     ,                            ,      0,     ,                                               ,      0,     ,                           ,      0,     ,                            ,      0,     ,                          ,      0,     ,                  ,      0,     ,                       ,      0,      ,        ,       0
